日期,收盘价
2000/8/9,2061.18
2000/8/10,2065.943
2000/8/11,2062.666
2000/8/14,2076.3
2000/8/15,2076.823
2000/8/16,2083.467
2000/8/17,2091.586
2000/8/18,2090.183
2000/8/21,2108.69
2000/8/22,2074.703
2000/8/23,2057.919
2000/8/24,2071.161
2000/8/25,2086.703
2000/8/28,2100.585
2000/8/29,2105.476
2000/8/30,2076.143
2000/8/31,2021.199
2000/9/1,1999.859
2000/9/4,2010.602
2000/9/5,1963.792
2000/9/6,1925.907
2000/9/7,1950.663
2000/9/8,1959.312
2000/9/11,1972.043
2000/9/12,1979.095
2000/9/13,1988.936
2000/9/14,1979.505
2000/9/15,1978.434
2000/9/18,1946.753
2000/9/19,1903.154
2000/9/20,1922.289
2000/9/21,1907.306
2000/9/22,1891.984
2000/9/25,1875.911
2000/9/26,1887.829
2000/9/27,1914.086
2000/9/28,1889.289
2000/9/29,1910.161
2000/10/9,1915.35
2000/10/10,1942.149
2000/10/11,1933.726
2000/10/12,1926.324
2000/10/13,1918.157
2000/10/16,1902.809
2000/10/17,1909.49
2000/10/18,1922.845
2000/10/19,1913.42
2000/10/20,1947.455
2000/10/23,1958.938
2000/10/24,1956.344
2000/10/25,1977.254
2000/10/26,1967.673
2000/10/27,1967.405
2000/10/30,1973.578
2000/10/31,1961.287
2000/11/1,1977.363
2000/11/2,1984.26
2000/11/3,1981.631
2000/11/6,1991.173
2000/11/7,1997.077
2000/11/8,2012.908
2000/11/9,2032.482
2000/11/10,2047.458
2000/11/13,2070.788
2000/11/14,2085.118
2000/11/15,2081.905
2000/11/16,2095.984
2000/11/17,2093.235
2000/11/20,2101.389
2000/11/21,2097.982
2000/11/22,2113.303
2000/11/23,2119.439
2000/11/24,2053.37
2000/11/27,2049.671
2000/11/28,2079.396
2000/11/29,2067.495
2000/11/30,2070.613
2000/12/1,2081.843
2000/12/4,2092.139
2000/12/5,2091.67
2000/12/6,2075.627
2000/12/7,2075.044
2000/12/8,2073.163
2000/12/11,2046.076
2000/12/12,2059.053
2000/12/13,2056.12
2000/12/14,2051.079
2000/12/15,2039.364
2000/12/18,2044.545
2000/12/19,2049.032
2000/12/20,2071.268
2000/12/21,2076.886
2000/12/22,2069.768
2000/12/25,2068.174
2000/12/26,2076.266
2000/12/27,2058.244
2000/12/28,2053.704
2000/12/29,2073.477
2001/1/2,2103.469
2001/1/3,2123.899
2001/1/4,2117.405
2001/1/5,2125.3
2001/1/8,2102.064
2001/1/9,2101.135
2001/1/10,2125.615
2001/1/11,2119.141
2001/1/12,2104.747
2001/1/15,2032.443
2001/1/16,2045.887
2001/1/17,2034.584
2001/1/18,2043.11
2001/1/19,2065.606
2001/2/5,2008.032
2001/2/6,1995.315
2001/2/7,1979.939
2001/2/8,1930.138
2001/2/9,1956.97
2001/2/12,1961.221
2001/2/13,1963.528
2001/2/14,1963.2
2001/2/15,1946.479
2001/2/16,1941.964
2001/2/19,1967.55
2001/2/20,1953.218
2001/2/21,1909.326
2001/2/22,1907.26
2001/2/23,1936.346
2001/2/26,1954.693
2001/2/27,1962.042
2001/2/28,1959.18
2001/3/1,1965.121
2001/3/2,1985.111
2001/3/5,1984.2
2001/3/6,1990.06
2001/3/7,1991.177
2001/3/8,2000.9
2001/3/9,2011.66
2001/3/12,2012.552
2001/3/13,1998.699
2001/3/14,2018.616
2001/3/15,2022.601
2001/3/16,2020.236
2001/3/19,2036.617
2001/3/20,2045.793
2001/3/21,2066.39
2001/3/22,2087.532
2001/3/23,2053.539
2001/3/26,2089.881
2001/3/27,2107.258
2001/3/28,2106.874
2001/3/29,2101.658
2001/3/30,2112.775
2001/4/2,2125.084
2001/4/3,2123.052
2001/4/4,2090.719
2001/4/5,2112.6
2001/4/6,2108.606
2001/4/9,2117.367
2001/4/10,2128.479
2001/4/11,2131.397
2001/4/12,2134.798
2001/4/13,2145.4
2001/4/16,2168.059
2001/4/17,2176.679
2001/4/18,2172.564
2001/4/19,2172.87
2001/4/20,2152.335
2001/4/23,2150.426
2001/4/24,2166.174
2001/4/25,2119.18
2001/4/26,2105.056
2001/4/27,2115.109
2001/4/30,2119.184
2001/5/8,2137.994
2001/5/9,2132.89
2001/5/10,2147.283
2001/5/11,2155.405
2001/5/14,2178.466
2001/5/15,2191.064
2001/5/16,2199.505
2001/5/17,2194.647
2001/5/18,2203.372
2001/5/21,2213.595
2001/5/22,2210.337
2001/5/23,2197.595
2001/5/24,2198.297
2001/5/25,2193.576
2001/5/28,2179.699
2001/5/29,2180.276
2001/5/30,2211.201
2001/5/31,2214.257
2001/6/1,2219.591
2001/6/4,2226.779
2001/6/5,2234.987
2001/6/6,2238.501
2001/6/7,2229.812
2001/6/8,2223.068
2001/6/11,2214.623
2001/6/12,2222.959
2001/6/13,2242.423
2001/6/14,2202.398
2001/6/15,2210.97
2001/6/18,2167.647
2001/6/19,2170.454
2001/6/20,2163.123
2001/6/21,2189.145
2001/6/22,2206.067
2001/6/25,2230.197
2001/6/26,2233.591
2001/6/27,2229.828
2001/6/28,2219.25
2001/6/29,2218.029
2001/7/2,2205.985
2001/7/3,2211.83
2001/7/4,2202.058
2001/7/5,2181.663
2001/7/6,2170.521
2001/7/9,2169.655
2001/7/10,2189.785
2001/7/11,2168.74
2001/7/12,2165.491
2001/7/13,2161.34
2001/7/16,2146.236
2001/7/17,2140.981
2001/7/18,2146.541
2001/7/19,2150.265
2001/7/20,2179.624
2001/7/23,2169.007
2001/7/24,2136.454
2001/7/25,2112.256
2001/7/26,2094.009
2001/7/27,2065.728
2001/7/30,1956.823
2001/7/31,1920.318
2001/8/1,1986.928
2001/8/2,1957.023
2001/8/3,1958.692
2001/8/6,1882.126
2001/8/7,1903.932
2001/8/8,1895.169
2001/8/9,1924.59
2001/8/10,1955.036
2001/8/13,1955.1
2001/8/14,1939.542
2001/8/15,1947.359
2001/8/16,1919.645
2001/8/17,1924.003
2001/8/20,1934.489
2001/8/21,1938.871
2001/8/22,1903.446
2001/8/23,1902.99
2001/8/24,1886.8
2001/8/27,1827.25
2001/8/28,1843.385
2001/8/29,1847.536
2001/8/30,1839.631
2001/8/31,1834.138
2001/9/3,1817.19
2001/9/4,1862.36
2001/9/5,1868.27
2001/9/6,1861.561
2001/9/7,1808.844
2001/9/10,1856.529
2001/9/11,1863.78
2001/9/12,1852.604
2001/9/13,1839.909
2001/9/14,1818.382
2001/9/17,1784.608
2001/9/18,1798.622
2001/9/19,1822.695
2001/9/20,1818.419
2001/9/21,1807.019
2001/9/24,1794.961
2001/9/25,1793.884
2001/9/26,1767.814
2001/9/27,1764.932
2001/9/28,1764.867
2001/10/8,1726.533
2001/10/9,1744.64
2001/10/10,1686.612
2001/10/11,1638.326
2001/10/12,1691.326
2001/10/15,1687.28
2001/10/16,1655.902
2001/10/17,1643.066
2001/10/18,1615.579
2001/10/19,1572.453
2001/10/22,1520.669
2001/10/23,1670.562
2001/10/24,1718.06
2001/10/25,1676.499
2001/10/26,1677.878
2001/10/29,1700.477
2001/10/30,1682.769
2001/10/31,1689.17
2001/11/1,1707.754
2001/11/2,1691.351
2001/11/5,1679.572
2001/11/6,1671.278
2001/11/7,1594.05
2001/11/8,1605.871
2001/11/9,1630.359
2001/11/12,1621.195
2001/11/13,1615.931
2001/11/14,1617.102
2001/11/15,1621.344
2001/11/16,1646.763
2001/11/19,1669.894
2001/11/20,1699.732
2001/11/21,1705.664
2001/11/22,1715.813
2001/11/23,1712.564
2001/11/26,1705.885
2001/11/27,1722.589
2001/11/28,1735
2001/11/29,1732.296
2001/11/30,1747.993
2001/12/3,1762.562
2001/12/4,1769.681
2001/12/5,1745.227
2001/12/6,1751.182
2001/12/7,1745.407
2001/12/10,1748.682
2001/12/11,1728.878
2001/12/12,1715.172
2001/12/13,1688.013
2001/12/14,1675.514
2001/12/17,1665.938
2001/12/18,1687.29
2001/12/19,1672.698
2001/12/20,1631.537
2001/12/21,1640.142
2001/12/24,1606.104
2001/12/25,1611.17
2001/12/26,1633.643
2001/12/27,1627.923
2001/12/28,1639.484
2001/12/31,1645.971
2002/1/4,1611.393
2002/1/7,1596.76
2002/1/8,1583.461
2002/1/9,1561.349
2002/1/10,1576.437
2002/1/11,1535.593
2002/1/14,1485.108
2002/1/15,1459.653
2002/1/16,1479.619
2002/1/17,1419.519
2002/1/18,1415.438
2002/1/21,1366.968
2002/1/22,1358.691
2002/1/23,1444.965
2002/1/24,1456.404
2002/1/25,1451.484
2002/1/28,1359.549
2002/1/29,1392.775
2002/1/30,1396.605
2002/1/31,1491.665
2002/2/1,1485.77
2002/2/4,1511.327
2002/2/5,1518.28
2002/2/6,1485.802
2002/2/7,1515.394
2002/2/8,1506.615
2002/2/25,1530.284
2002/2/26,1531.43
2002/2/27,1538.319
2002/2/28,1524.701
2002/3/1,1502.54
2002/3/4,1526.804
2002/3/5,1560.079
2002/3/6,1569.208
2002/3/7,1613.001
2002/3/8,1640.256
2002/3/11,1664.094
2002/3/12,1643.692
2002/3/13,1623.432
2002/3/14,1665.151
2002/3/15,1620.976
2002/3/18,1623.884
2002/3/19,1665.357
2002/3/20,1682.51
2002/3/21,1685.017
2002/3/22,1669.694
2002/3/25,1675.289
2002/3/26,1649.484
2002/3/27,1654.231
2002/3/28,1650.673
2002/3/29,1603.905
2002/4/1,1608.506
2002/4/2,1582.883
2002/4/3,1594.508
2002/4/4,1641.699
2002/4/5,1634.643
2002/4/8,1640.65
2002/4/9,1667.522
2002/4/10,1677.658
2002/4/11,1649.53
2002/4/12,1658.979
2002/4/15,1649.5
2002/4/16,1640.285
2002/4/17,1644.395
2002/4/18,1628.137
2002/4/19,1635.172
2002/4/22,1627.48
2002/4/23,1624.546
2002/4/24,1611.051
2002/4/25,1615.919
2002/4/26,1640.589
2002/4/29,1665.812
2002/4/30,1667.749
2002/5/8,1652.368
2002/5/9,1650.578
2002/5/10,1638.198
2002/5/13,1623.94
2002/5/14,1616.231
2002/5/15,1598.354
2002/5/16,1549.501
2002/5/17,1567.497
2002/5/20,1541.53
2002/5/21,1588.108
2002/5/22,1564.489
2002/5/23,1571.611
2002/5/24,1549.466
2002/5/27,1555.048
2002/5/28,1558.524
2002/5/29,1524.806
2002/5/30,1523.522
2002/5/31,1515.733
2002/6/3,1483.348
2002/6/4,1490.514
2002/6/5,1462
2002/6/6,1521.263
2002/6/7,1529.507
2002/6/10,1517.23
2002/6/11,1530.963
2002/6/12,1524.842
2002/6/13,1511.711
2002/6/14,1494.246
2002/6/17,1496.242
2002/6/18,1524.068
2002/6/19,1507.668
2002/6/20,1516.151
2002/6/21,1562.722
2002/6/24,1707.313
2002/6/25,1706.591
2002/6/26,1712.91
2002/6/27,1723.545
2002/6/28,1732.755
2002/7/1,1713.705
2002/7/2,1724.949
2002/7/3,1730.919
2002/7/4,1713.135
2002/7/5,1722.188
2002/7/8,1732.934
2002/7/9,1729.986
2002/7/10,1701.824
2002/7/11,1696.94
2002/7/12,1698.298
2002/7/15,1687.945
2002/7/16,1691.623
2002/7/17,1701.718
2002/7/18,1704.912
2002/7/19,1713.861
2002/7/22,1681.009
2002/7/23,1673.861
2002/7/24,1672.4
2002/7/25,1665.109
2002/7/26,1657.499
2002/7/29,1665.674
2002/7/30,1669.002
2002/7/31,1651.594
2002/8/1,1653.008
2002/8/2,1661.871
2002/8/5,1653.957
2002/8/6,1670.619
2002/8/7,1668.065
2002/8/8,1659.802
2002/8/9,1647.046
2002/8/12,1634.566
2002/8/13,1636.632
2002/8/14,1646.722
2002/8/15,1634.366
2002/8/16,1646.792
2002/8/19,1644.301
2002/8/20,1671.351
2002/8/21,1673.549
2002/8/22,1686.111
2002/8/23,1683.207
2002/8/26,1670.685
2002/8/27,1679.691
2002/8/28,1676.77
2002/8/29,1667.318
2002/8/30,1666.618
2002/9/2,1668.774
2002/9/3,1674.07
2002/9/4,1663.972
2002/9/5,1641.807
2002/9/6,1631.384
2002/9/9,1621.582
2002/9/10,1625.111
2002/9/11,1620.355
2002/9/12,1624.558
2002/9/13,1625.759
2002/9/16,1604.083
2002/9/17,1604.881
2002/9/18,1594.584
2002/9/19,1619.354
2002/9/20,1604.913
2002/9/23,1602.591
2002/9/24,1596.732
2002/9/25,1597.837
2002/9/26,1587.649
2002/9/27,1581.618
2002/10/8,1562.993
2002/10/9,1535.366
2002/10/10,1530.407
2002/10/11,1524.051
2002/10/14,1531.676
2002/10/15,1524.728
2002/10/16,1537.388
2002/10/17,1513.097
2002/10/18,1519.539
2002/10/21,1524.925
2002/10/22,1548.104
2002/10/23,1548.965
2002/10/24,1536.52
2002/10/25,1520.313
2002/10/28,1502.716
2002/10/29,1510.882
2002/10/30,1509.707
2002/10/31,1507.496
2002/11/1,1510.76
2002/11/4,1531.842
2002/11/5,1558.239
2002/11/6,1552.561
2002/11/7,1554.237
2002/11/8,1522.187
2002/11/11,1504.403
2002/11/12,1485.913
2002/11/13,1490.464
2002/11/14,1460.795
2002/11/15,1463.691
2002/11/18,1451.29
2002/11/19,1462.174
2002/11/20,1425.843
2002/11/21,1390.629
2002/11/22,1395.497
2002/11/25,1398.438
2002/11/26,1371.167
2002/11/27,1378.752
2002/11/28,1417.525
2002/11/29,1434.182
2002/12/2,1395.675
2002/12/3,1408.843
2002/12/4,1414.454
2002/12/5,1404.88
2002/12/6,1405.525
2002/12/9,1400.867
2002/12/10,1383.84
2002/12/11,1379.195
2002/12/12,1383.91
2002/12/13,1396.898
2002/12/16,1408.515
2002/12/17,1416.096
2002/12/18,1411.719
2002/12/19,1413.597
2002/12/20,1427.936
2002/12/23,1430.199
2002/12/24,1430.827
2002/12/25,1421.515
2002/12/26,1384.152
2002/12/27,1382.971
2002/12/30,1366.362
2002/12/31,1357.654
2003/1/2,1320.63
2003/1/3,1319.868
2003/1/6,1334.679
2003/1/7,1332.061
2003/1/8,1372.067
2003/1/9,1397.384
2003/1/10,1384.859
2003/1/13,1386.314
2003/1/14,1466.851
2003/1/15,1459.92
2003/1/16,1485.618
2003/1/17,1478.675
2003/1/20,1482.681
2003/1/21,1454.891
2003/1/22,1460.53
2003/1/23,1450.616
2003/1/24,1479.07
2003/1/27,1496.157
2003/1/28,1500.639
2003/1/29,1499.815
2003/2/10,1480.169
2003/2/11,1492.764
2003/2/12,1510.671
2003/2/13,1504.338
2003/2/14,1510.95
2003/2/17,1496.523
2003/2/18,1496.468
2003/2/19,1510.803
2003/2/20,1509.486
2003/2/21,1478.871
2003/2/24,1481.936
2003/2/25,1511.275
2003/2/26,1513.175
2003/2/27,1513.704
2003/2/28,1511.932
2003/3/3,1525.483
2003/3/4,1524.304
2003/3/5,1517.179
2003/3/6,1498.343
2003/3/7,1493.093
2003/3/10,1468.919
2003/3/11,1469.548
2003/3/12,1475.008
2003/3/13,1464.649
2003/3/14,1466.044
2003/3/17,1469.274
2003/3/18,1459.892
2003/3/19,1469.96
2003/3/20,1464.54
2003/3/21,1474.657
2003/3/24,1477.766
2003/3/25,1462.4
2003/3/26,1456.271
2003/3/27,1499.347
2003/3/28,1491.941
2003/3/31,1510.578
2003/4/1,1522.546
2003/4/2,1521.32
2003/4/3,1511.729
2003/4/4,1521.128
2003/4/7,1515.132
2003/4/8,1520.551
2003/4/9,1543.674
2003/4/10,1551.18
2003/4/11,1576.86
2003/4/14,1616.072
2003/4/15,1631.47
2003/4/16,1606.24
2003/4/17,1613.604
2003/4/18,1603.077
2003/4/21,1571.714
2003/4/22,1568.692
2003/4/23,1541.96
2003/4/24,1503.59
2003/4/25,1487.147
2003/4/28,1537.691
2003/4/29,1509.313
2003/4/30,1521.444
2003/5/12,1531.867
2003/5/13,1485.307
2003/5/14,1522.924
2003/5/15,1555.285
2003/5/16,1554.452
2003/5/19,1555.447
2003/5/20,1535.52
2003/5/21,1533.483
2003/5/22,1546.113
2003/5/23,1560.955
2003/5/26,1569.512
2003/5/27,1568.341
2003/5/28,1551.811
2003/5/29,1568.156
2003/5/30,1576.261
2003/6/2,1576.528
2003/6/3,1562.237
2003/6/4,1574.111
2003/6/5,1556.249
2003/6/6,1538.92
2003/6/9,1530.215
2003/6/10,1538.762
2003/6/11,1565.84
2003/6/12,1562.106
2003/6/13,1566.766
2003/6/16,1559.705
2003/6/17,1557.175
2003/6/18,1553.877
2003/6/19,1538.754
2003/6/20,1529.47
2003/6/23,1511.365
2003/6/24,1512.429
2003/6/25,1502.077
2003/6/26,1515.375
2003/6/27,1497.054
2003/6/30,1486.024
2003/7/1,1484.704
2003/7/2,1499.682
2003/7/3,1504.436
2003/7/4,1502.349
2003/7/7,1501.484
2003/7/8,1512.019
2003/7/9,1503.314
2003/7/10,1531.927
2003/7/11,1528.854
2003/7/14,1521.414
2003/7/15,1525.439
2003/7/16,1529.491
2003/7/17,1539.358
2003/7/18,1507.162
2003/7/21,1495.885
2003/7/22,1498.485
2003/7/23,1502.148
2003/7/24,1493.451
2003/7/25,1477.651
2003/7/28,1470.393
2003/7/29,1477.296
2003/7/30,1479.652
2003/7/31,1476.742
2003/8/1,1476.969
2003/8/4,1494.365
2003/8/5,1494.312
2003/8/6,1486.252
2003/8/7,1487.37
2003/8/8,1471.272
2003/8/11,1474.413
2003/8/12,1479.283
2003/8/13,1465.827
2003/8/14,1455.899
2003/8/15,1450.203
2003/8/18,1445.089
2003/8/19,1449.712
2003/8/20,1441.664
2003/8/21,1441.09
2003/8/22,1438.883
2003/8/25,1422.176
2003/8/26,1425.212
2003/8/27,1425.362
2003/8/28,1415.693
2003/8/29,1421.983
2003/9/1,1449.816
2003/9/2,1446.512
2003/9/3,1447.85
2003/9/4,1447.425
2003/9/5,1431.533
2003/9/8,1425.727
2003/9/9,1420.074
2003/9/10,1423.177
2003/9/11,1423.96
2003/9/12,1409.162
2003/9/15,1397.54
2003/9/16,1406.104
2003/9/17,1389.822
2003/9/18,1390.485
2003/9/19,1391.37
2003/9/22,1381.443
2003/9/23,1390.174
2003/9/24,1394.229
2003/9/25,1376.291
2003/9/26,1370.843
2003/9/29,1355.335
2003/9/30,1367.161
2003/10/8,1371.685
2003/10/9,1369.174
2003/10/10,1404.008
2003/10/13,1399.658
2003/10/14,1388.172
2003/10/15,1383.098
2003/10/16,1365.505
2003/10/17,1370.582
2003/10/20,1359.498
2003/10/21,1364.301
2003/10/22,1398.01
2003/10/23,1386.653
2003/10/24,1381.83
2003/10/27,1369.463
2003/10/28,1369.325
2003/10/29,1361.487
2003/10/30,1344.633
2003/10/31,1348.303
2003/11/3,1364.055
2003/11/4,1389.545
2003/11/5,1385.11
2003/11/6,1356.79
2003/11/7,1335.205
2003/11/10,1340.097
2003/11/11,1343.616
2003/11/12,1317.792
2003/11/13,1319.608
2003/11/14,1331.051
2003/11/17,1328.103
2003/11/18,1316.562
2003/11/19,1338.87
2003/11/20,1376.506
2003/11/21,1361.559
2003/11/24,1404.008
2003/11/25,1408.415
2003/11/26,1411.909
2003/11/27,1389.103
2003/11/28,1397.225
2003/12/1,1432.703
2003/12/2,1435.314
2003/12/3,1445.026
2003/12/4,1452.809
2003/12/5,1451.118
2003/12/8,1436.663
2003/12/9,1443.366
2003/12/10,1469.422
2003/12/11,1470.023
2003/12/12,1470.792
2003/12/15,1470.357
2003/12/16,1466.337
2003/12/17,1453.995
2003/12/18,1457.301
2003/12/19,1446.285
2003/12/22,1492.963
2003/12/23,1500.64
2003/12/24,1513.825
2003/12/25,1512.597
2003/12/26,1514.775
2003/12/29,1496.427
2003/12/30,1509.985
2003/12/31,1497.044
2004/1/2,1517.193
2004/1/5,1568.353
2004/1/6,1574.523
2004/1/7,1587.204
2004/1/8,1610.126
2004/1/9,1581.466
2004/1/12,1618.518
2004/1/13,1612.683
2004/1/14,1592.423
2004/1/15,1586.493
2004/1/16,1600.425
2004/1/29,1628.837
2004/1/30,1590.729
2004/2/2,1623.88
2004/2/3,1649.282
2004/2/4,1685.159
2004/2/5,1693.428
2004/2/6,1679.193
2004/2/9,1703.529
2004/2/10,1691.009
2004/2/11,1677.759
2004/2/12,1663.832
2004/2/13,1658.539
2004/2/16,1696.827
2004/2/17,1703.774
2004/2/18,1717.096
2004/2/19,1717.015
2004/2/20,1721.752
2004/2/23,1681.654
2004/2/24,1682.297
2004/2/25,1647.381
2004/2/26,1654.898
2004/2/27,1675.067
2004/3/1,1689.76
2004/3/2,1687.278
2004/3/3,1661.812
2004/3/4,1668.874
2004/3/5,1662.096
2004/3/8,1637.144
2004/3/9,1637.099
2004/3/10,1678.073
2004/3/11,1691.643
2004/3/12,1694.743
2004/3/15,1736.22
2004/3/16,1745.543
2004/3/17,1745.098
2004/3/18,1717.26
2004/3/19,1747.872
2004/3/22,1755.685
2004/3/23,1741.695
2004/3/24,1740.054
2004/3/25,1736.477
2004/3/26,1734.047
2004/3/29,1719.674
2004/3/30,1724.277
2004/3/31,1741.623
2004/4/1,1758.147
2004/4/2,1768.645
2004/4/5,1766.483
2004/4/6,1777.516
2004/4/7,1774.552
2004/4/8,1770.279
2004/4/9,1727.348
2004/4/12,1722.986
2004/4/13,1715.136
2004/4/14,1697.156
2004/4/15,1679.076
2004/4/16,1693.861
2004/4/19,1675.885
2004/4/20,1669.422
2004/4/21,1651.577
2004/4/22,1657.785
2004/4/23,1635.501
2004/4/26,1635.499
2004/4/27,1611.86
2004/4/28,1606.801
2004/4/29,1579.447
2004/4/30,1595.587
2004/5/10,1560.9351
2004/5/11,1568.059
2004/5/12,1603.768
2004/5/13,1597.57
2004/5/14,1562.688
2004/5/17,1539.959
2004/5/18,1555.442
2004/5/19,1558.287
2004/5/20,1549.061
2004/5/21,1558.33
2004/5/24,1550.348
2004/5/25,1518.045
2004/5/26,1524.436
2004/5/27,1557.178
2004/5/28,1548.722
2004/5/31,1555.906
2004/6/1,1579.658
2004/6/2,1567.067
2004/6/3,1543.527
2004/6/4,1542.086
2004/6/7,1517.145
2004/6/8,1493.814
2004/6/9,1468.071
2004/6/10,1468.344
2004/6/11,1472.072
2004/6/14,1438.736
2004/6/15,1463.777
2004/6/16,1475.416
2004/6/17,1445.501
2004/6/18,1427.301
2004/6/21,1433.467
2004/6/22,1450.683
2004/6/23,1440.729
2004/6/24,1427.754
2004/6/25,1401.113
2004/6/28,1385.181
2004/6/29,1408.689
2004/6/30,1399.162
2004/7/1,1441.068
2004/7/2,1441.19
2004/7/5,1444.59
2004/7/6,1450.501
2004/7/7,1438.398
2004/7/8,1439.783
2004/7/9,1430.654
2004/7/12,1397.148
2004/7/13,1399.461
2004/7/14,1403.755
2004/7/15,1421.544
2004/7/16,1456.13
2004/7/19,1457.537
2004/7/20,1447.941
2004/7/21,1448.037
2004/7/22,1407.438
2004/7/23,1407.396
2004/7/26,1387.67
2004/7/27,1384.128
2004/7/28,1388.81
2004/7/29,1407.331
2004/7/30,1386.202
2004/8/2,1373.217
2004/8/3,1366.258
2004/8/4,1404.505
2004/8/5,1389.039
2004/8/6,1390.461
2004/8/9,1395.848
2004/8/10,1400.769
2004/8/11,1384.964
2004/8/12,1368.196
2004/8/13,1368.45
2004/8/16,1354.511
2004/8/17,1360.2
2004/8/18,1358.216
2004/8/19,1340.45
2004/8/20,1341.738
2004/8/23,1325.413
2004/8/24,1344.626
2004/8/25,1339.784
2004/8/26,1334.422
2004/8/27,1320.614
2004/8/30,1319.407
2004/8/31,1342.062
2004/9/1,1321.462
2004/9/2,1327.927
2004/9/3,1327.116
2004/9/6,1321.465
2004/9/7,1324.294
2004/9/8,1309.333
2004/9/9,1284.307
2004/9/10,1287.081
2004/9/13,1260.316
2004/9/14,1300.357
2004/9/15,1355.226
2004/9/16,1371.201
2004/9/17,1414.702
2004/9/20,1463.221
2004/9/21,1448.562
2004/9/22,1420.148
2004/9/23,1464.779
2004/9/24,1435.563
2004/9/27,1427.398
2004/9/28,1435.589
2004/9/29,1420.009
2004/9/30,1396.7
2004/10/8,1422.929
2004/10/11,1413.154
2004/10/12,1384.439
2004/10/13,1386.721
2004/10/14,1332.938
2004/10/15,1330.518
2004/10/18,1335.394
2004/10/19,1337.618
2004/10/20,1330.584
2004/10/21,1310.545
2004/10/22,1329.355
2004/10/25,1311.151
2004/10/26,1324.783
2004/10/27,1342.799
2004/10/28,1341.737
2004/10/29,1320.536
2004/11/1,1305.291
2004/11/2,1301.528
2004/11/3,1326.749
2004/11/4,1304.776
2004/11/5,1305.128
2004/11/8,1304.229
2004/11/9,1307.429
2004/11/10,1354.386
2004/11/11,1347.07
2004/11/12,1352.217
